4.446134717884572041e+00 -7.212508629279348327e-01
8.598536452849563361e+00 7.212489826834647122e-01
1.353600634134001623e+01 7.212476428568583842e-01
1.690437983118883736e+01 7.212490962836355379e-01
6.120004282543354712e+00 2.163747474825917116e+00
8.598532414115066302e+00 7.212483619684668668e-01
1.690437919423738578e+01 7.212504155562809993e-01
6.964430983644874118e+00 7.212470381576088219e-01
1.191622390738308823e+01 1.226123234661864991e+01
1.191622473140240679e+01 7.212506034215047102e-01
8.598537792586537165e+00 7.212498147794819126e-01
3.259059642478780550e+00 7.212471151110242396e-01
1.991558547715901994e+01 7.212483881610538550e-01
2.476564328004426108e-01 3.606242222937511954e+00
1.353601027781144062e+01 7.212520349579090162e-01
9.441910125886799676e+00 5.048744324885355184e+00
1.605978981680987872e+01 2.163747652376117880e+00
6.120005812751281304e+00 2.163747394275540081e+00
1.106915590148170914e+01 2.163744631962752241e+00
1.690437811543187507e+01 7.212491795299810216e-01
9.441909491170546787e+00 -7.212485805753031665e-01
6.964428877726504652e+00 7.212499002380260427e-01
1.106915415325342700e+01 2.163750992186215250e+00
1.438596452878458543e+01 2.163746122169737607e+00
8.598536889027624142e+00 7.212493373888938519e-01
1.690438093868849379e+01 7.212478036948035687e-01
2.476584704102721968e-01 3.606245624038350694e+00
1.690437534388319918e+01 7.212421906931707483e-01
8.598536784410148570e+00 3.606244629340674912e+00
1.191622382607765829e+01 7.212487057954827252e-01
3.259058736825068081e+00 7.212463848959189683e-01
1.438596141921902571e+01 2.163746938180383772e+00
1.191622249608483308e+01 3.606245244935318617e+00
1.353600798682792927e+01 7.212510346010299056e-01
1.191622200637056928e+01 7.212467121053125485e-01
8.598535789196150247e+00 3.606242693706608549e+00
9.441911612753090211e+00 2.163747142634475207e+00
1.191622363588318123e+01 7.212485935302257456e-01
8.598536386211454996e+00 7.212479456104170517e-01
1.605978729785134718e+01 2.163747450867696376e+00
1.106915954952564540e+01 2.163746982858784307e+00
2.476543934477863085e-01 7.212484759820556590e-01
6.964428285326524026e+00 7.212488904310694338e-01
1.191622440640127145e+01 7.212481973052560225e-01
2.476583324090064764e-01 7.212483171579819885e-01
1.605978898618815620e+01 -7.212472888811507499e-01
1.438596559590243196e+01 2.163746087904492743e+00
4.446135493904089131e+00 2.163745441044651940e+00
6.120000495691855669e+00 -7.212441798892258449e-01
3.259060373763543517e+00 7.212496344905435786e-01
