1.106915865231498053e+01 2.163745173112081144e+00
1.438595795528196675e+01 2.163742864661865273e+00
1.106916168909343590e+01 2.163746856214578518e+00
2.476574314573059266e-01 7.212507111637400659e-01
2.476584908875919810e-01 3.606245165926818430e+00
3.259059842025334941e+00 -2.163744803051382615e+00
1.106915832066593630e+01 2.163744681483094734e+00
1.438596315450102558e+01 -7.212486649515940096e-01
3.259057355236948172e+00 7.212488922402487956e-01
1.106916257617607080e+01 2.163748033258604764e+00
1.106915988892770919e+01 2.163746705572249684e+00
6.120003236141123182e+00 -7.212488294805721178e-01
1.353600390664247577e+01 7.212519322194649307e-01
1.438596187845093510e+01 2.163744889260180049e+00
3.259059518631097330e+00 7.212486272426772427e-01
1.605978838289108879e+01 2.163746959568801920e+00
8.598534149773934487e+00 7.212485912638982866e-01
1.106915870683494951e+01 2.163746219333511522e+00
3.259057999852774667e+00 7.212487508095455357e-01
1.353600535339544031e+01 7.212479158760654041e-01
3.259059248356872107e+00 3.606244284221226337e+00
3.259060191513356575e+00 7.212493524980779780e-01
4.446136817347767334e+00 2.163749661214770192e+00
1.438595898422175701e+01 2.163748286543165200e+00
8.598538156626652551e+00 7.212508960268881886e-01
3.259058051626530617e+00 7.212481589558387141e-01
1.191621863509634416e+01 7.212482317807230592e-01
1.191622299675553620e+01 -2.163748448978519701e+00
8.598537064996270018e+00 7.212499129052233338e-01
8.598537836563975745e+00 7.212512777442225964e-01
2.476526987984531969e-01 7.212533566416555741e-01
1.106915863199411021e+01 2.163746064572612315e+00
8.598537132066226718e+00 7.212497532470628636e-01
2.476572923686469752e-01 3.606245363714571273e+00
-5.967400907924279574e-01 2.163746727547723570e+00
3.259061207565343121e+00 7.212487261883260281e-01
1.605978918119561527e+01 2.163746427818587392e+00
3.259059193378854857e+00 7.212492205717777605e-01
-5.587373342659690323e+00 2.163751108378563437e+00
2.476537577847571225e-01 7.212472227984619844e-01
6.120002710739362861e+00 -7.212521744842629312e-01
1.353600262570314783e+01 3.606240832006136543e+00
3.259058483312663235e+00 3.606245139545044776e+00
1.690437840309589745e+01 7.212481917665518605e-01
1.690437946140316328e+01 7.212484925858753115e-01
-5.967382712535396205e-01 2.163745670027457546e+00
1.438596398165459966e+01 2.163748126741969813e+00
1.191622056102649729e+01 7.212479951676474821e-01
8.598537229432807294e+00 3.606244293064281958e+00
4.446134147871257269e+00 2.163745809464860503e+00
1.106916149945865335e+01 2.163747865502559709e+00
1.353600627233612741e+01 7.212493465792076952e-01
8.598535646722037740e+00 7.212497320635659070e-01
1.690438021808898483e+01 7.212457765175496194e-01
8.598532439014695328e+00 7.212502439861592229e-01
1.191622635456627854e+01 7.212523240782691136e-01
6.964430469908921673e+00 3.606244871611460567e+00
3.259059467499098250e+00 7.212521747822940865e-01
1.605978275985766857e+01 2.163744851560945204e+00
1.106915754887680237e+01 2.163750440304507805e+00
1.106915670897090642e+01 -7.212524057339566586e-01
2.476553610122494420e-01 7.212493587683450613e-01
1.438596188303226597e+01 2.163745735065281561e+00
3.259058735236127102e+00 7.212478375053028579e-01
8.598537584421917401e+00 7.212485254354227271e-01
3.259059222476248685e+00 9.376236249821179314e+00
6.120004074403221139e+00 2.163745847368067299e+00
6.120005238999750574e+00 2.163746761203119817e+00
4.446138170444736915e+00 2.163739616170024860e+00
1.353600372318758893e+01 7.212485910907253661e-01
9.441909956729849895e+00 2.163745748844766670e+00
1.438596378452087343e+01 -7.212483243249087073e-01
1.438596466409541641e+01 2.163746974725595074e+00
1.106915859583432038e+01 -7.212488754948510605e-01
2.476565891083259141e-01 7.212484125841646110e-01
1.353600770111594009e+01 7.212502967100924423e-01
6.120006291695804457e+00 -7.212491140738159778e-01
